anyo,consejeria,medio,tipo,importe
2022,"Agricultura, Ganadería y Desarrollo Rural",La Razón CyL,Prensa,31999.99
2018,Presidencia,SalamancaRTVCyL,Medios Digitales,97432
2022,"Agricultura, Ganadería y Desarrollo Rural",Onda Cero,Radio,26499.16
2018,Presidencia,SER,Radio,96335.28
2022,"Agricultura, Ganadería y Desarrollo Rural",Revista Agricultura Ed. Agricola,Otros Medios,4500
2018,Presidencia,ZamoraNews,Medios Digitales,12838.1
2022,"Agricultura, Ganadería y Desarrollo Rural",Revista COAG,Otros Medios,18000
2018,Sanidad,Diario de Ávila,Prensa,29000
2022,"Agricultura, Ganadería y Desarrollo Rural",SER,Radio,44999.99
2018,Sanidad,Diario de Burgos,Prensa,32999.99
2022,"Cultura, Turismo y Deporte",20 Minutos,Prensa,10678.18
2018,Sanidad,Diario Palentino,Prensa,29000
2022,"Cultura, Turismo y Deporte",ADFORM,Medios Digitales,65797.95
2018,Sanidad,El Adelantado de Segovia,Prensa,5000
2022,"Cultura, Turismo y Deporte",Agencia Europa Press,Agencia,26000
2018,Sanidad,Europa Press,Agencia,26000
2022,"Cultura, Turismo y Deporte",Agencia ICAL,Agencia,140281.33
2018,Sanidad,ICAL,Agencia,142000
2022,"Cultura, Turismo y Deporte",Antena 3,Televisión,99009.68
2018,Sanidad,La Nueva Crónica de León,Prensa,6999.94
2022,"Cultura, Turismo y Deporte",Asociación fotografía Palentina,Medios Digitales,2662
2018,Sanidad,Sector Ejecutivo,Otros Medios,5000
2022,"Cultura, Turismo y Deporte",Atrapalo.com,Medios Digitales,6049.98
2019,Agricultura y Ganadería,ABC CyL,Prensa,85206.18
2022,"Cultura, Turismo y Deporte",Beckmesser.com,Medios Digitales,907.5
2019,Agricultura y Ganadería,Ag Actualidad Rural,Medios Digitales,25999.92
2022,"Cultura, Turismo y Deporte",Cadena 100 - COPE,Radio,8576.48
2019,Agricultura y Ganadería,AgroDigital,Medios Digitales,16999.29
2022,"Cultura, Turismo y Deporte",Cambio 16,Otros Medios,3015
2019,Agricultura y Ganadería,Asoprovac,Medios Digitales,17968.5
2022,"Cultura, Turismo y Deporte",Castilla y León EsRadio,Radio,32060.28
2019,Agricultura y Ganadería,Campo AGR021,Otros Medios,24999.16
2022,"Cultura, Turismo y Deporte",Diario de Ávila,Prensa,33250.58
2019,Agricultura y Ganadería,Castilla y León Económica,Otros Medios,20000
2022,"Cultura, Turismo y Deporte",Diario de León,Prensa,55680.53
2019,Agricultura y Ganadería,Castilla y León ES Radio,Radio,34999.98
2022,"Cultura, Turismo y Deporte",Editorial Temple,Otros Medios,6050
2019,Agricultura y Ganadería,CL Comunicación,Agencia,18139.84
2022,"Cultura, Turismo y Deporte",El Adelantado de Segovia,Prensa,45171.95
2019,Agricultura y Ganadería,El Día de Valladolid,Prensa,62499.95
2022,"Cultura, Turismo y Deporte",El Correo de Burgos,Prensa,22461.78
2019,Agricultura y Ganadería,El Economista,Otros Medios,29999.98
2022,"Cultura, Turismo y Deporte",El Día de Segovia,Medios Digitales,1210
2019,Agricultura y Ganadería,"Ferias, Mercados y Mataderos",Medios Digitales,3000
2022,"Cultura, Turismo y Deporte",El Mundo edición nacional,Prensa,25187.84
2019,Agricultura y Ganadería,Gente,Otros Medios,31999.98
2022,"Cultura, Turismo y Deporte",El Norte de Castilla,Prensa,163901.47
2019,Agricultura y Ganadería,Ideas y Proyectos Audiovisuales,Otros Medios,14999.99
2022,"Cultura, Turismo y Deporte",El País - El viajero,Otros Medios,13415.39
2019,Agricultura y Ganadería,La Opinión Correo Zamora,Prensa,11000
2022,"Cultura, Turismo y Deporte",El País -Elviajero.com,Medios Digitales,679.67
2019,Agricultura y Ganadería,Radio Aguilar - Badiola,Otros Medios,2999.59
2022,"Cultura, Turismo y Deporte",exit-express,Medios Digitales,2178
2019,Agricultura y Ganadería,Sector Ejecutivo,Otros Medios,5000
2022,"Cultura, Turismo y Deporte",Fuera de Serie,Otros Medios,1512.5
2019,Agricultura y Ganadería,Turismo,Otros Medios,1500
2022,"Cultura, Turismo y Deporte",Godot Artes Escénicas,Medios Digitales,1996.5
2019,Cultura y Turismo,Castilla y León ES Radio,Radio,52784.2
2022,"Cultura, Turismo y Deporte",Infotursa,Medios Digitales,2420
2019,Cultura y Turismo,COPE,Radio,74601.53
2022,"Cultura, Turismo y Deporte",La Gaceta de Salamanca,Prensa,84121.38
2019,Cultura y Turismo,DGratis,Otros Medios,3025
2022,"Cultura, Turismo y Deporte",La Nueva Crónica de León,Prensa,32499.38
2019,Cultura y Turismo,Diario Soria / El Heraldo,Prensa,41673.65
2022,"Cultura, Turismo y Deporte",La Opinión Correo Zamora,Prensa,31194.95
2019,Cultura y Turismo,EFE,Agencia,31000
2022,"Cultura, Turismo y Deporte",La Razón CyL,Prensa,39380.25
2019,Cultura y Turismo,El Adelantado de Segovia,Prensa,49699.3
2022,"Cultura, Turismo y Deporte",La Razón Edición Nacional,Prensa,17132.7
2019,Cultura y Turismo,El Economista,Otros Medios,3025
2022,"Cultura, Turismo y Deporte",Lecturas,Otros Medios,3566.84
2019,Cultura y Turismo,El Mundo de CyL,Prensa,409744.5
2022,"Cultura, Turismo y Deporte",Mas de Arte,Medios Digitales,605
2019,Cultura y Turismo,Europa Press,Agencia,26000
2022,"Cultura, Turismo y Deporte",Mediamax,Televisión,73319.35
2019,Cultura y Turismo,ExpoCultur,Otros Medios,3630
2022,"Cultura, Turismo y Deporte",melomanodigital.com,Medios Digitales,1633.5
2019,Cultura y Turismo,Hola Viajes,Otros Medios,13722.91
2022,"Cultura, Turismo y Deporte",Metropoli,Otros Medios,1814.98
2019,Cultura y Turismo,ICAL,Agencia,142000
2022,"Cultura, Turismo y Deporte",Metropoli.com,Medios Digitales,3629.99
2019,Cultura y Turismo,Infortursa,Otros Medios,8029.5
2022,"Cultura, Turismo y Deporte",Mujer Hoy,Otros Medios,11979
2019,Cultura y Turismo,La Opinión Correo Zamora,Prensa,13332.36
2022,"Cultura, Turismo y Deporte",MundoClásico,Medios Digitales,580.8
2019,Cultura y Turismo,La Razón CyL,Prensa,65649.85
2022,"Cultura, Turismo y Deporte",national geographic,Medios Digitales,6443.25
2019,Cultura y Turismo,La ventana del Arte,Otros Medios,1000
2022,"Cultura, Turismo y Deporte",Onda Cero,Radio,87124.28
2019,Cultura y Turismo,Periódico el Buscador,Prensa,363
2022,"Cultura, Turismo y Deporte",Paco Magazine,Otros Medios,2994.75
2019,Cultura y Turismo,Promecal Digitales,Medios Digitales,165239.65
2022,"Cultura, Turismo y Deporte",Palencia Invierte,Otros Medios,1437.48
2019,Cultura y Turismo,Puerta de Embarque,Otros Medios,7865
2022,"Cultura, Turismo y Deporte",plateamagazine.com,Medios Digitales,1270.5
2019,Cultura y Turismo,Revista Artez,Otros Medios,1282.6
2022,"Cultura, Turismo y Deporte",Revista GEO,Otros Medios,3025
2019,Cultura y Turismo,Revista los Pueblos + Bonitos,Otros Medios,1210
2022,"Cultura, Turismo y Deporte",Revista Mas Tribuna,Otros Medios,6050
2019,Cultura y Turismo,Revista Oficial Estaciones de Esquí,Otros Medios,363
2022,"Cultura, Turismo y Deporte",Revista Pronto,Otros Medios,3630
2019,Cultura y Turismo,Revista On,Otros Medios,2898.8
2022,"Cultura, Turismo y Deporte",Revista Sapos y Princesas,Otros Medios,4719
2019,Cultura y Turismo,Revista Origen,Otros Medios,2541
2022,"Cultura, Turismo y Deporte",Revista Scherzo,Otros Medios,613.01
2019,Cultura y Turismo,Revista Teatros,Otros Medios,1391.5
2022,"Cultura, Turismo y Deporte",Revista Traveler,Otros Medios,7018
2019,Cultura y Turismo,Revista Wonder Go,Otros Medios,2229
2022,"Cultura, Turismo y Deporte",Revista Viajar,Otros Medios,5844.3
2019,Cultura y Turismo,Sector Ejecutivo,Otros Medios,5000
2022,"Cultura, Turismo y Deporte",Scherzo.es,Medios Digitales,1665.99
2019,Cultura y Turismo,Televisión CyL 8,Otros Medios,4500
2022,"Cultura, Turismo y Deporte",Tribuna Universitaria,Otros Medios,774.4
2019,Cultura y Turismo,Televisión Navarra,Otros Medios,21623.92
2022,Economía y Hacienda,ABC CyL,Prensa,50940.79
2019,Cultura y Turismo,Tribuna de Valladolid,Medios Digitales,4840
2022,Economía y Hacienda,Agencia EFE,Agencia,31000
2019,Cultura y Turismo,Tribuna Universitaria,Otros Medios,3000
2022,Economía y Hacienda,Agencia ICAL,Agencia,142000
2019,Economía y Hacienda,CyL Economica (La Meseta Ediciones),Prensa,14669.27
2022,Economía y Hacienda,Castilla y León Económica,Otros Medios,31634.93
2019,Economía y Hacienda,Diario de Burgos,Prensa,55653.19
2022,Economía y Hacienda,Diario de León,Prensa,96948.15
2019,Economía y Hacienda,El Correo de Burgos,Prensa,23989.060700000002
2022,Economía y Hacienda,El Heraldo - Diario de Soria,Prensa,43595.6
2019,Economía y Hacienda,Europa Press,Agencia,26000
2022,Economía y Hacienda,El Mundo de CyL,Prensa,136813.72
2019,Economía y Hacienda,ICAL,Agencia,142000
2022,Economía y Hacienda,El Norte de Castilla,Prensa,169826.6
2019,Economía y Hacienda,La Nueva Crónica de León,Prensa,38239.634
2022,Economía y Hacienda,La Nueva Crónica de León,Prensa,46180.01
2019,Economía y Hacienda,La Razón CyL,Prensa,57958.662
2022,Economía y Hacienda,La Razón CyL,Prensa,42282.79
2019,Economía y Hacienda,Onda Cero,Radio,45905.19
2022,Economía y Hacienda,SER,Radio,208345.98
2019,Economía y Hacienda,SER,Radio,76804.508
2022,Economía y Hacienda,WEIN MARK,Otros Medios,18029
2019,Educación,Castilla y León Económica,Otros Medios,26932.24
2022,Educación,Agencia Europa Press,Agencia,26000
2019,Educación,COPE,Radio,14852.82
2022,Educación,Diario Palentino,Prensa,36302.61
2019,Educación,Diario de Ávila,Prensa,70984.12
2022,Educación,El Adelantado de Segovia,Prensa,52439.84
2019,Educación,EFE,Agencia,30999.87
2022,Educación,La Opinión Correo Zamora,Prensa,41228.13
2019,Educación,El Adelantado de Segovia,Prensa,38376.99
2022,Educación,La Razón CyL,Prensa,79947.37
2019,Educación,El Correo de Burgos,Prensa,25000
2022,Educación,Onda Cero,Radio,14194.53
2019,Educación,El Día de Valladolid,Prensa,44921.25
2022,Educación,SER,Radio,28833.03
2019,Educación,Europa Press,Agencia,25999.82
2022,Educación,Tribuna Universitaria,Otros Medios,5961.07
2019,Educación,La Nueva Crónica de León,Prensa,7000
2022,Familia e Igualdad de Oportunidades,ABC CyL,Prensa,33547.97
2019,Educación,La Opinión Correo Zamora,Prensa,13319.15
2022,Familia e Igualdad de Oportunidades,Castilla y León EsRadio,Radio,14699.97
2019,Educación,La Razón CyL,Prensa,34999.96
2022,Familia e Igualdad de Oportunidades,Diario de Ávila,Prensa,29906.72
2019,Educación,Revista Cultural Teatro Calderon,Otros Medios,605
2022,Familia e Igualdad de Oportunidades,Diario de Burgos,Prensa,51119.99
2019,Empleo,ABC CyL,Prensa,41592.17
2022,Familia e Igualdad de Oportunidades,El Norte de Castilla,Prensa,82469.23
2019,Empleo,C Grupo Empres. Comunic. Marketing E Investigac. S.A.,Otros Medios,13810.77
2022,Familia e Igualdad de Oportunidades,Gaceta CyL - Esther Duque,Otros Medios,29599.8
2019,Empleo,Diario de Ávila,Prensa,30244.99
2022,Familia e Igualdad de Oportunidades,La Gaceta de Salamanca,Prensa,56551.68
2019,Empleo,Diario Palentino,Prensa,34992.9
2022,Familia e Igualdad de Oportunidades,La Razón CyL,Prensa,30109.98
2019,Empleo,Europa Press,Agencia,26000
2022,Familia e Igualdad de Oportunidades,Onda Cero,Radio,34139.47
2019,Empleo,Onda Cero,Radio,27763.23
2022,Familia e Igualdad de Oportunidades,Revista Entre Mayores,Otros Medios,31799.98
2019,Empleo,Sector Ejecutivo,Otros Medios,2785
2022,Familia e Igualdad de Oportunidades,Tele León y Tele Astorga,Televisión,2000
2019,Empleo,SER,Radio,45114.74
2022,Familia e Igualdad de Oportunidades,Tribuna Universitaria,Otros Medios,968
2019,Familia e Igualdad de Oportunidades,Castilla y León ES Radio,Radio,20000
2022,Familia e Igualdad de Oportunidades,Zamora 49,Otros Medios,2178
2019,Familia e Igualdad de Oportunidades,Diario de Burgos,Prensa,56041.59
2022,"Industria, Comercio y Empleo",Agencia EFE,Agencia,30999.99
2019,Familia e Igualdad de Oportunidades,EFE,Agencia,31000
2022,"Industria, Comercio y Empleo",Agencia ICAL,Agencia,142000
2019,Familia e Igualdad de Oportunidades,El Día de Valladolid,Prensa,2999.97
2022,"Industria, Comercio y Empleo",Castilla y León EsRadio,Radio,29310.01
2019,Familia e Igualdad de Oportunidades,El Mundo de CyL,Prensa,95727.46
2022,"Industria, Comercio y Empleo",Diario de Burgos,Prensa,53887.7
2019,Familia e Igualdad de Oportunidades,El País,Prensa,4027.06
2022,"Industria, Comercio y Empleo",El Heraldo - Diario de Soria,Prensa,27690.85
2019,Familia e Igualdad de Oportunidades,Europa Press,Agencia,26000
2022,"Industria, Comercio y Empleo",La Razón CyL,Prensa,31817.83
2019,Familia e Igualdad de Oportunidades,ICAL,Agencia,142000
2022,"Industria, Comercio y Empleo",Reputation Intelligence Spain,Agencia,8162.99
2019,Familia e Igualdad de Oportunidades,La Nueva Crónica de León,Prensa,9999.87
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Agencia EFE,Agencia,40000
2019,Familia e Igualdad de Oportunidades,La Razón CyL,Prensa,38499.8
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Castilla y León EsRadio,Radio,29849.37
2019,Familia e Igualdad de Oportunidades,Sector Ejecutivo,Otros Medios,4999.98
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Diario de Ávila,Prensa,18900
2019,Familia e Igualdad de Oportunidades,SER,Radio,52997.9
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",El Correo de Burgos,Prensa,14850
2019,Familia e Igualdad de Oportunidades,Tribuna Universitaria,Otros Medios,1936
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",El Heraldo - Diario de Soria,Prensa,16700
2019,Fomento y Medio Ambiente,ABC CyL,Prensa,42459.99
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",El Mundo de CyL,Prensa,45049.99
2019,Fomento y Medio Ambiente,Castilla y León ES Radio,Radio,25000
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",La Opinión Correo Zamora,Prensa,22999.98
2019,Fomento y Medio Ambiente,COPE,Radio,39999.97
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Noticias de Castilla y León,Otros Medios,1452
2019,Fomento y Medio Ambiente,El Correo de Burgos,Prensa,30000
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Onda Cero,Radio,50281.88
2019,Fomento y Medio Ambiente,El Norte de Castilla,Prensa,122999.99
2022,"Medio Ambiente, Vivienda y Ordenación del Territorio",Revista Emprendedores,Otros Medios,2420
2019,Fomento y Medio Ambiente,Europa Press,Agencia,26000
2022,Movilidad y Transformación Digital,Diario de Ávila,Prensa,7082.98
2019,Fomento y Medio Ambiente,La Razón CyL,Prensa,35539.95
2022,Movilidad y Transformación Digital,Diario de León,Prensa,15040.76
2019,Fomento y Medio Ambiente,Radio Marca,Otros Medios,7260
2022,Movilidad y Transformación Digital,El Adelantado de Segovia,Prensa,8805.28
2019,Presidencia,20 Minutos,Medios Digitales,27922
2022,Movilidad y Transformación Digital,El Heraldo - Diario de Soria,Prensa,4199.46
2019,Presidencia,Abulens,Medios Digitales,1669.8
2022,Movilidad y Transformación Digital,Radio Arlanzón,Radio,545.66
2019,Presidencia,BierzoDigital,Medios Digitales,34714.9
2022,Presidencia,20 Minutos,Medios Digitales,43728.19
2019,Presidencia,BurgosConecta,Medios Digitales,90713.7
2022,Presidencia,BurgosNoticias,Medios Digitales,41599.68
2019,Presidencia,BurgosNoticias,Medios Digitales,54599.97
2022,Presidencia,Castilla y León en el Mundo,Otros Medios,18137.9
2019,Presidencia,Canal54,Medios Digitales,84505
2022,Presidencia,Crónicasalamanca,Medios Digitales,60953.32
2019,Presidencia,Castilla y León Económica,Otros Medios,5000
2022,Presidencia,DiarioDigitalLeón,Medios Digitales,169158
2019,Presidencia,CyL Exterior,Otros Medios,47000
2022,Presidencia,EDA TV News,Medios Digitales,6897
2019,Presidencia,CyL Mundo,Otros Medios,47000
2022,Presidencia,El Adelanto Bañezano,Otros Medios,726
2019,Presidencia,Diario16,Medios Digitales,18000
2022,Presidencia,El Buscador,Medios Digitales,10468.5
2019,Presidencia,El MiróndeSoria,Medios Digitales,10418.1
2022,Presidencia,El Correo de Burgos,Prensa,46455.01
2019,Presidencia,El Mundo de CyL,Prensa,92002.26
2022,Presidencia,El Día de Segovia,Medios Digitales,92735.68
2019,Presidencia,ElBuscador,Medios Digitales,3557.1
2022,Presidencia,El Día de Soria,Medios Digitales,45487.97
2019,Presidencia,Europa Press,Agencia,147000
2022,Presidencia,ElPeriodistaDigital,Medios Digitales,47999.94
2019,Presidencia,Gaceta Médica,Otros Medios,4946.48
2022,Presidencia,EsCuellar,Medios Digitales,10710
2019,Presidencia,Gente,Otros Medios,41767.9
2022,Presidencia,España Exterior,Otros Medios,20469.99
2019,Presidencia,Global Médica,Otros Medios,6718.16
2022,Presidencia,Europa Press,Medios Digitales,55999.99
2019,Presidencia,Hoy Castilla y León,Medios Digitales,10781.1
2022,Presidencia,Expansión,Medios Digitales,72000.11
2019,Presidencia,ICAL,Agencia,191000
2022,Presidencia,Hoy Castilla y León,Medios Digitales,31649.53
2019,Presidencia,iLeon.com,Medios Digitales,94380
2022,Presidencia,iLeon.com,Medios Digitales,201295.68
2019,Presidencia,InfoBierzo,Medios Digitales,70817.96
2022,Presidencia,Interbenavente,Medios Digitales,30160.56
2019,Presidencia,LaVozdeMedina,Medios Digitales,9256.5
2022,Presidencia,La Gaceta de Salamanca,Prensa,181450.17
2019,Presidencia,Publico,Medios Digitales,18000
2022,Presidencia,LeonNoticias,Medios Digitales,328134.98
2019,Presidencia,Teiba FM,Otros Medios,605
2022,Presidencia,Marca.com,Medios Digitales,89841.48
2019,Presidencia,Tribuna Digital,Medios Digitales,132324
2022,Presidencia,Mas Castilla y León,Medios Digitales,11882.06
2019,Presidencia,Zamora24horas,Medios Digitales,90967.8
2022,Presidencia,Noticias Salamanca,Medios Digitales,5508
2019,Presidencia,Zamora3.0,Medios Digitales,7078.5
2022,Presidencia,Onda Cero,Radio,99976.68
2019,Sanidad,ABC CyL,Prensa,19999.94
2022,Presidencia,Palencia en Red,Medios Digitales,14309.57
2019,Sanidad,Castilla y León ES Radio,Radio,5000
2022,Presidencia,Palencia Invierte,Otros Medios,1210
2019,Sanidad,COPE,Radio,6000
2022,Presidencia,Ponferrada Hoy,Medios Digitales,32874.65
2019,Sanidad,Diario de León,Prensa,26000
2022,Presidencia,Radio Arlanzón,Radio,3999.99
2019,Sanidad,EFE,Agencia,30999.99
2022,Presidencia,Revista Víctimas del Terrorismo,Otros Medios,3630
2019,Sanidad,El Adelantado de Segovia,Prensa,5000
2022,Presidencia,Salamanca24horas,Medios Digitales,315648.6
2019,Sanidad,El Correo de Burgos,Prensa,15000
2022,Presidencia,SalamancaRTVCyLal día,Medios Digitales,217962.68
2019,Sanidad,El Norte de Castilla,Prensa,64999.96
2022,Presidencia,Sector Ejecutivo,Otros Medios,14520
2020,Agricultura y Ganadería,Agronegocios,Otros Medios,1210
2022,Presidencia,Somos Palencia,Medios Digitales,13928.5
2020,Agricultura y Ganadería,Diario Palentino,Prensa,36999.99
2022,Presidencia,Tele Medina TDT,Televisión,47036.56
2020,Agricultura y Ganadería,El Correo de Burgos,Prensa,23999.99
2022,Presidencia,The Objetive,Medios Digitales,28000.07
2020,Agricultura y Ganadería,El Día de La Rioja,Otros Medios,12100
2022,Presidencia,Tribuna Universitaria,Otros Medios,9680
2020,Agricultura y Ganadería,El Economista,Otros Medios,29999.98
2022,Presidencia,Valladolid Plural,Medios Digitales,7020
2020,Agricultura y Ganadería,Empresa Agraria Digital,Medios Digitales,4000
2022,Presidencia,Zamora24horas,Medios Digitales,213718.57
2020,Agricultura y Ganadería,Europa Press,Agencia,44029
2022,Presidencia,Zamora3.0,Medios Digitales,22251.48
2020,Agricultura y Ganadería,Foro Agroganadero Sinapsis,Medios Digitales,2964.5
2022,Sanidad,ABC CyL,Prensa,17490.9
2020,Agricultura y Ganadería,Kantar Media,Agencia,15972
2022,Sanidad,Agencia EFE,Agencia,30999.99
2020,Agricultura y Ganadería,La Tribuna de Albacete,Otros Medios,30567.02
2022,Sanidad,Agencia Europa Press,Agencia,26000
2020,Agricultura y Ganadería,La Tribuna de Ciudad Real,Otros Medios,30567.02
2022,Sanidad,Agencia ICAL,Agencia,142000
2020,Agricultura y Ganadería,La Tribuna de Toledo,Otros Medios,30565.98
2022,Sanidad,Castilla y León EsRadio,Radio,5607.12
2020,Agricultura y Ganadería,Más Castilla y León (ARGI),Otros Medios,29998.32
2022,Sanidad,Diario de Ávila,Prensa,11092.79
2020,Agricultura y Ganadería,Revista Origen,Otros Medios,2395.8
2022,Sanidad,Diario Palentino,Prensa,15891.63
2020,Agricultura y Ganadería,Revista Tierra,Otros Medios,14828.55
2022,Sanidad,El Heraldo - Diario de Soria,Prensa,12693.07
2020,Agricultura y Ganadería,Turismo,Otros Medios,4000
2022,Sanidad,La Gaceta de Salamanca,Prensa,34019.42
2020,Cultura y Turismo,40 Principales - SER,Otros Medios,18263.44
2020,Cultura y Turismo,ABC edición nacional,Otros Medios,14467.98
2020,Cultura y Turismo,Beckmessercom,Medios Digitales,508.2
2020,Cultura y Turismo,Cadena 100 - COPE,Otros Medios,13207.39
2020,Cultura y Turismo,Cadena Dial - SER,Otros Medios,5793.48
2020,Cultura y Turismo,Castilla y León EsRadio,Radio,60649.23
2020,Cultura y Turismo,Chiquiocio,Otros Medios,302.5
2020,Cultura y Turismo,Dgratis,Medios Digitales,927.05
2020,Cultura y Turismo,Diario Palentino,Prensa,70720.98
2020,Cultura y Turismo,El Correo de Burgos,Prensa,45486.19
2020,Cultura y Turismo,El País,Otros Medios,41881.96
2020,Cultura y Turismo,Expansión,Otros Medios,2419.93
2020,Cultura y Turismo,Gente,Otros Medios,7119.34
2020,Cultura y Turismo,Grupo Cuatro,Otros Medios,78050.59
2020,Cultura y Turismo,Guía de Ocio,Medios Digitales,1689.78
2020,Cultura y Turismo,La Nueva Crónica de León,Prensa,52188.92
2020,Cultura y Turismo,La Tribuna de Albacete,Otros Medios,1299.9
2020,Cultura y Turismo,La Tribuna de Toledo,Otros Medios,1200.03
2020,Cultura y Turismo,La Vanguardia,Otros Medios,3025.24
2020,Cultura y Turismo,Minube,Medios Digitales,6655
2020,Cultura y Turismo,Radio Comercial - Portugal,Otros Medios,9437.43
2020,Cultura y Turismo,Radio Marca,Otros Medios,3811.5
2020,Cultura y Turismo,Revista ArchiLetras,Otros Medios,9801
2020,Cultura y Turismo,Revista Artez,Otros Medios,1137.4
2020,Cultura y Turismo,Revistateatros,Medios Digitales,453.75
2020,Cultura y Turismo,Ritmo,Otros Medios,794.95
2020,Cultura y Turismo,Spotify,Medios Digitales,8712
2020,Cultura y Turismo,Telecinco,Otros Medios,113633.58
2020,Cultura y Turismo,Turismo,Otros Medios,5999.99
2020,Cultura y Turismo,Twitter,Medios Digitales,2480.5
2020,Cultura y Turismo,Youtube,Medios Digitales,3630
2020,Economía y Hacienda,COPE,Radio,145508.82
2020,Economía y Hacienda,Diario de León,Prensa,93897.95
2020,Economía y Hacienda,El Mundo de CyL,Prensa,137075.12
2020,Economía y Hacienda,ICAL,Agencia,142000
2020,Economía y Hacienda,La Opinión Correo Zamora,Prensa,56248.58
2020,Economía y Hacienda,La Razón CyL,Prensa,62196.08
2020,Educación,ABC,Prensa,47181.95
2020,Educación,COPE,Radio,12867.14
2020,Educación,Diario de Ávila,Prensa,16132.69
2020,Educación,Diario de León,Prensa,62033.82
2020,Educación,Diario Palentino,Prensa,27178.6
2020,Educación,Diario Soria / El Heraldo,Prensa,17121.98
2020,Educación,El Adelantado de Segovia,Prensa,18762.77
2020,Educación,El Día de Soria,Medios Digitales,816.77
2020,Educación,La Gaceta de Salamanca,Prensa,92934.28
2020,Educación,La Razón CyL,Prensa,45198.63
2020,Educación,SER,Radio,13711.78
2020,Empleo,Decanter,Otros Medios,17331.6
2020,Empleo,Diario de Burgos,Prensa,57432.4
2020,Empleo,EFE,Agencia,30999.99
2020,Empleo,El Adelantado de Segovia,Prensa,26198.67
2020,Empleo,El Correo de Burgos,Prensa,23431.02
2020,Empleo,El Día de Valladolid,Medios Digitales,1447.5
2020,Empleo,Gente,Otros Medios,40299.05
2020,Empleo,ICAL,Agencia,142000
2020,Empleo,La Opinión Correo Zamora,Prensa,30991.88
2020,Familia e Igualdad de Oportunidades,ABC,Prensa,39607.68
2020,Familia e Igualdad de Oportunidades,Bayard Revistas,Otros Medios,6380
2020,Familia e Igualdad de Oportunidades,Castilla y León EsRadio,Radio,13089.99
2020,Familia e Igualdad de Oportunidades,CL Comunicación,Agencia,14520
2020,Familia e Igualdad de Oportunidades,Diario de Burgos,Prensa,54477.23
2020,Familia e Igualdad de Oportunidades,Diario de León,Prensa,55531.62
2020,Familia e Igualdad de Oportunidades,Diario Soria / El Heraldo,Prensa,18399.96
2020,Familia e Igualdad de Oportunidades,El Adelantado de Segovia,Prensa,25239.99
2020,Familia e Igualdad de Oportunidades,El Mundo de CyL,Prensa,77938.07
2020,Familia e Igualdad de Oportunidades,El Norte de Castilla,Prensa,122554.4
2020,Familia e Igualdad de Oportunidades,El País,Otros Medios,4450.96
2020,Familia e Igualdad de Oportunidades,Gaceta CyL - Esther Duque,Otros Medios,19219.51
2020,Familia e Igualdad de Oportunidades,La Opinión Correo Zamora,Prensa,31734.38
2020,Familia e Igualdad de Oportunidades,Onda Cero,Radio,29069.96
2020,Familia e Igualdad de Oportunidades,Radio Televisión Castilla y León,Otros Medios,10890
2020,Familia e Igualdad de Oportunidades,Zamora 49,Otros Medios,7112
2020,Fomento y Medio Ambiente,EFE,Agencia,40000
2020,Fomento y Medio Ambiente,El Adelantado de Segovia,Prensa,14870.11
2020,Fomento y Medio Ambiente,El Correo de Burgos,Prensa,8691.31
2020,Fomento y Medio Ambiente,El Mundo de CyL,Prensa,86179.5
2020,Fomento y Medio Ambiente,La Nueva Crónica de León,Prensa,12413.36
2020,Fomento y Medio Ambiente,Onda Cero,Radio,41687.36
2020,Fomento y Medio Ambiente,Radio Marca,Otros Medios,8712
2020,Fomento y Medio Ambiente,Revista Corricolari,Otros Medios,4235
2020,Fomento y Medio Ambiente,Zamora 49,Otros Medios,3630
2020,Presidencia,BierzoDigital,Medios Digitales,49859.1
2020,Presidencia,BurgosConecta,Medios Digitales,123420
2020,Presidencia,DiarioDigitalLeón,Medios Digitales,119789.97
2020,Presidencia,EFE,Agencia,142000
2020,Presidencia,ElBuscador,Medios Digitales,5699.1
2020,Presidencia,ElDiarioCyLes,Medios Digitales,135076.33
2020,Presidencia,Europa Press,Agencia,147000
2020,Presidencia,Europa Press,Medios Digitales,40000.06
2020,Presidencia,Expansión,Medios Digitales,39360.05
2020,Presidencia,Gente,Otros Medios,19240.5
2020,Presidencia,InfoBierzo,Medios Digitales,95343
2020,Presidencia,La Bureba,Otros Medios,5000
2020,Presidencia,La Razón CyL,Prensa,44571
2020,Presidencia,LeonNoticias,Medios Digitales,184283.5
2020,Presidencia,Libertad Digital,Medios Digitales,31990.4
2020,Presidencia,Palencia en Red,Medios Digitales,6795
2020,Presidencia,Radio Evolución,Otros Medios,726
2020,Presidencia,Segovia Audaz,Medios Digitales,13975.5
2020,Presidencia,SoriaTV,Medios Digitales,11100
2020,Presidencia,Tribuna Digital,Medios Digitales,179685
