anyo,consejeria,medio,tipo,importe
2020,Presidencia,DesdeSoria,Medios Digitales,26595.8
2017,Cultura y Turismo,Inout Viajes,Otros Medios,665.5
2022,Presidencia,LaVozdeMedina,Medios Digitales,38298.95
2020,Presidencia,Diario de León,Prensa,66634
2017,Cultura y Turismo,Lo mejor de las Autonomías,Otros Medios,1000
2022,Presidencia,Noticias a Tiempo,Medios Digitales,6156
2020,Presidencia,Diario Soria / El Heraldo,Prensa,22830
2017,Cultura y Turismo,Radio Intereconomía,Otros Medios,2662
2022,Presidencia,Noticias Burgos,Medios Digitales,11066.84
2020,Presidencia,El Adelantado de Segovia,Prensa,32283.01
2017,Cultura y Turismo,Revista Meeting,Otros Medios,2000
2022,Presidencia,Planeta Calleja - Zanskar Aventura,Televisión,66953.3
2020,Presidencia,El Día de Segovia,Medios Digitales,43166.55
2017,Cultura y Turismo,Tribuna Universitaria,Otros Medios,5904
2022,Presidencia,Radio Blanca - Kiss Fm,Radio,14820
2020,Presidencia,El Día de Soria,Medios Digitales,20533.29
2017,Cultura y Turismo,Web Archivo Histórico Minero,Otros Medios,1815
2022,Presidencia,Radio Marca,Radio,17481
2020,Presidencia,El Día de Zamora,Medios Digitales,9287.11
2017,Economía y Hacienda,Adelantado de Segovia,Prensa,48453.63
2022,Presidencia,Revista Mas Tribuna,Otros Medios,4840
2020,Presidencia,Hoy Castilla y León,Medios Digitales,17097.3
2017,Economía y Hacienda,Diario de Ávila,Prensa,76256.92
2022,Presidencia,SoriaTV,Medios Digitales,27960
2020,Presidencia,ICAL,Agencia,191000
2017,Economía y Hacienda,Diario de León,Prensa,117870.79
2022,Presidencia,Tele Aranda TDT,Televisión,46748.24
2020,Presidencia,iLeoncom,Medios Digitales,126324
2017,Economía y Hacienda,Diario Palentino,Prensa,79750.25
2022,Presidencia,Tele Soria TV,Televisión,47036.56
2020,Presidencia,La Información,Medios Digitales,39804.14
2017,Economía y Hacienda,El Correo de Burgos,Prensa,43386.84
2022,Presidencia,Tribuna Digital,Medios Digitales,245088.94
2020,Presidencia,La Nueva Crónica de León,Prensa,35868.92
2017,Economía y Hacienda,Gente,Otros Medios,20966.88
2022,Presidencia,ZA49,Medios Digitales,15760.9
2020,Presidencia,León7Días,Medios Digitales,10164
2017,Economía y Hacienda,La Nueva Crónica de León,Prensa,43817.69
2022,Sanidad,Diario de Burgos,Prensa,28687.84
2020,Presidencia,NoticiasCyLcom,Medios Digitales,148104
2017,Economía y Hacienda,Opinión de Zamora,Prensa,37865.15
2022,Sanidad,El Mundo de CyL,Prensa,28155.07
2020,Presidencia,Onda Cero,Radio,44938.21
2017,Economía y Hacienda,Turismo,Otros Medios,1210
2022,Sanidad,JP Media Consultoria y AI,Agencia,4791.6
2020,Presidencia,Radio Arlanzón,Otros Medios,5382.59
2017,Educación,Castilla y León Económica,Otros Medios,32452.75
2022,Sanidad,Radio Arlanzón,Radio,5499.99
2020,Presidencia,Salamanca24horas,Medios Digitales,176169.41
2017,Educación,COPE,Radio,15000
2022,Sanidad,SER,Radio,26317.41
2020,Presidencia,Somos Palencia,Medios Digitales,4350.02
2017,Educación,Diario de Ávila,Prensa,90531.32
2020,Presidencia,SoriaNoticias,Medios Digitales,27668.62
2017,Educación,Diario Palentino,Prensa,84690.71
2020,Sanidad,Diario de Burgos,Prensa,34452.39
2017,Educación,Diario Soria / El Heraldo,Prensa,23999.91
2020,Sanidad,Diario de León,Prensa,34770.22
2017,Educación,EFE,Agencia,31000
2020,Sanidad,ICAL,Agencia,142000
2017,Educación,El Correo de Burgos,Prensa,20015.99
2020,Sanidad,La Gaceta de Salamanca,Prensa,37387.96
2017,Educación,El Norte de Castilla,Prensa,187520.29
2020,Sanidad,La Razón CyL,Prensa,22701.69
2017,Educación,Kiosco y Más,Otros Medios,246.68
2020,Transparencia,ABC edición nacional,Otros Medios,12328.99
2017,Educación,La Opinión Correo Zamora,Prensa,10376.79
2020,Transparencia,COPE,Radio,64940.07
2017,Educación,La Razón CyL,Prensa,30014.56
2020,Transparencia,CL Comunicación,Agencia,12251.25
2017,Empleo,Castilla y León Económica,Otros Medios,4475.07
2020,Transparencia,Diario de Ávila,Prensa,15563.02
2017,Empleo,Diario de Burgos,Prensa,46322.2
2020,Transparencia,Diario de Burgos,Prensa,34058.08
2017,Empleo,El Norte de Castilla,Prensa,64051.85
2020,Transparencia,Diario Palentino,Prensa,19206.59
2017,Empleo,Revista Urcacyl,Otros Medios,1090.84
2020,Transparencia,El Mundo de CyL,Prensa,50615.31
2017,Empleo,SER,Radio,43165.66
2020,Transparencia,España Exterior,Otros Medios,3999.99
2017,Familia e Igualdad de Oportunidades,Castilla y León ES Radio,Radio,10000
2020,Transparencia,La Vanguardia,Otros Medios,15971.15
2017,Familia e Igualdad de Oportunidades,COPE,Radio,32000
2020,Transparencia,Onda Cero,Radio,34041.26
2017,Familia e Igualdad de Oportunidades,Diario de Ávila,Prensa,40224.98
2021,Agricultura y Ganadería,Agencia Europa Press,Agencia,44029
2017,Familia e Igualdad de Oportunidades,El Norte de Castilla,Prensa,94513.87
2021,Agricultura y Ganadería,Agencia ICAL,Agencia,141999.97
2017,Familia e Igualdad de Oportunidades,Europa Press,Agencia,26000
2021,Agricultura y Ganadería,Kantar Media,Agencia,16044.6
2017,Familia e Igualdad de Oportunidades,Gaceta CyL - Esther Duque,Otros Medios,19998.88
2021,Agricultura y Ganadería,Ag Actualidad Rural,Medios Digitales,35999.92
2017,Familia e Igualdad de Oportunidades,Garblan Comunicaciones,Otros Medios,3675.99
2021,Agricultura y Ganadería,AgroNewsCyL,Medios Digitales,22000
2017,Familia e Igualdad de Oportunidades,Grañeda,Otros Medios,2997.78
2021,Agricultura y Ganadería,Campo AGR021,Otros Medios,19998.88
2017,Familia e Igualdad de Oportunidades,La Nueva Crónica de León,Prensa,6999.95
2021,Agricultura y Ganadería,El Economista,Otros Medios,29999.98
2017,Familia e Igualdad de Oportunidades,La Razón CyL,Prensa,24999.98
2021,Agricultura y Ganadería,Empresa Agraria,Otros Medios,4000
2017,Familia e Igualdad de Oportunidades,Onda Cero,Radio,44999.88
2021,Agricultura y Ganadería,Expansión,Otros Medios,25397.9
2017,Fomento y Medio Ambiente,ABC CyL,Prensa,49999.44
2021,Agricultura y Ganadería,La Rioja TV,Otros Medios,36000
2017,Fomento y Medio Ambiente,Diario de Burgos,Prensa,37600
2021,Agricultura y Ganadería,Radio Marca,Otros Medios,8712
2017,Fomento y Medio Ambiente,Diario de León,Prensa,94799.97
2021,Agricultura y Ganadería,Revista Mas Tribuna,Otros Medios,9680
2017,Fomento y Medio Ambiente,Diario de Soria (El Mundo),Prensa,2000
2021,Agricultura y Ganadería,Turismo,Otros Medios,4000
2017,Fomento y Medio Ambiente,EFE,Agencia,30999.99
2021,Agricultura y Ganadería,Diario Palentino,Prensa,54999.93
2017,Fomento y Medio Ambiente,La Nueva Crónica de León,Prensa,9995.57
2021,Agricultura y Ganadería,La Opinión Correo Zamora,Prensa,58999.92
2017,Fomento y Medio Ambiente,La Razón CyL,Prensa,24999.99
2021,Agricultura y Ganadería,Castilla y León EsRadio,Radio,21999.98
2017,Presidencia,ABC CyL,Prensa,62039.41
2021,Agricultura y Ganadería,SER,Radio,87999.98
2017,Presidencia,AhoraLeón,Medios Digitales,1583.51
2021,Cultura y Turismo,Agencia Europa Press,Agencia,26000
2017,Presidencia,BurgosConecta,Medios Digitales,5529.7
2021,Cultura y Turismo,20 Minutos,Medios Digitales,31822.98
2017,Presidencia,BurgosNoticias,Medios Digitales,63999.97
2021,Cultura y Turismo,Agentravel,Medios Digitales,1754.5
2017,Presidencia,Canal54,Medios Digitales,69075.29
2021,Cultura y Turismo,Artezblai.com,Medios Digitales,242
2017,Presidencia,Castilla y León ES Radio,Radio,12009.99
2021,Cultura y Turismo,Atresplayer.com,Medios Digitales,2468.4
2017,Presidencia,CM Vocento,Prensa,6000
2021,Cultura y Turismo,Codalario.com,Medios Digitales,968
2017,Presidencia,COPE,Radio,16995.99
2021,Cultura y Turismo,Godot Artes Escénicas,Medios Digitales,907.5
2017,Presidencia,Crónicasalamanca,Medios Digitales,2333.52
2021,Cultura y Turismo,Guia del Ocio.com,Medios Digitales,4584.1
2017,Presidencia,CyL Mundo,Otros Medios,50500
2021,Cultura y Turismo,hola.com,Medios Digitales,1815
2017,Presidencia,Diario de Burgos,Prensa,51279.99
2021,Cultura y Turismo,Mondosonoro,Medios Digitales,822.8
2017,Presidencia,Diario de la Ribera,Otros Medios,1500
2021,Cultura y Turismo,MundoClásico,Medios Digitales,484
2017,Presidencia,Diario Soria / El Heraldo,Prensa,16001.8
2021,Cultura y Turismo,Operaactual.com,Medios Digitales,605
2017,Presidencia,ElDiarioCyL.es,Medios Digitales,15246
2021,Cultura y Turismo,Revistateatros,Medios Digitales,907.5
2017,Presidencia,ElPeriodistaDigital,Medios Digitales,20519.66
2021,Cultura y Turismo,ritmo.es,Medios Digitales,2359.5
2017,Presidencia,Global Médica,Otros Medios,6718.16
2021,Cultura y Turismo,Salamanca al Día,Medios Digitales,2904
2017,Presidencia,InfoBierzo,Medios Digitales,45552.89
2021,Cultura y Turismo,Todalamusica,Medios Digitales,1195.48
2017,Presidencia,La Gaceta de Salamanca,Prensa,40046
2021,Cultura y Turismo,Youtube,Medios Digitales,11420.34
2017,Presidencia,León7Días,Medios Digitales,9156
2021,Cultura y Turismo,Dgratis,Otros Medios,907.5
2017,Presidencia,Onda Cero,Radio,14959.96
2021,Cultura y Turismo,Godot - Artes Escénicas,Otros Medios,943.8
2017,Presidencia,SalamancaRTVCyL,Medios Digitales,57900.48
2021,Cultura y Turismo,Hola Viajes,Otros Medios,37631
2017,Presidencia,Tribuna Digital,Medios Digitales,109490.69
2021,Cultura y Turismo,Lecturas,Otros Medios,3566.84
2017,Presidencia,Zamora24horas,Medios Digitales,11839.01
2021,Cultura y Turismo,Mujer Hoy,Otros Medios,13309.93
2017,Sanidad,Diario de León,Prensa,9999.97
2021,Cultura y Turismo,National Geographic,Otros Medios,29590.67
2017,Sanidad,Diario Soria / El Heraldo,Prensa,20999.88
2021,Cultura y Turismo,Paco Magazine,Otros Medios,4985.2
2017,Sanidad,EFE,Agencia,30999.99
2021,Cultura y Turismo,Radio Intereconomía,Otros Medios,5861.24
2017,Sanidad,El Norte de Castilla,Prensa,54999.92
2021,Cultura y Turismo,Radio Marca,Otros Medios,3811.5
2017,Sanidad,La Razón CyL,Prensa,14999.71
2021,Cultura y Turismo,Revista Club Renfe,Otros Medios,2689.83
2017,Sanidad,Tribuna Digital,Medios Digitales,3627.58
2021,Cultura y Turismo,Revista Mas Tribuna,Otros Medios,11737
2018,Agricultura y Ganadería,Ag Actualidad Rural,Medios Digitales,22999.68
2021,Cultura y Turismo,Revista Origen,Otros Medios,5445
2018,Agricultura y Ganadería,AgroDigital,Medios Digitales,16999.29
2021,Cultura y Turismo,Revista Teatros,Otros Medios,2689.83
2018,Agricultura y Ganadería,Castilla y León Económica,Otros Medios,20000
2021,Cultura y Turismo,Revista Viajar,Otros Medios,10872.77
2018,Agricultura y Ganadería,CL Comunicación,Agencia,19349.96
2021,Cultura y Turismo,Revista Vive la Vida,Otros Medios,1553.04
2018,Agricultura y Ganadería,COPE,Radio,102000
2021,Cultura y Turismo,Turismo,Otros Medios,6120
2018,Agricultura y Ganadería,Diario de Ávila,Prensa,62499.97
2021,Cultura y Turismo,Diario de Burgos,Prensa,93981.8
2018,Agricultura y Ganadería,Diario Soria / El Heraldo,Prensa,30000
2021,Cultura y Turismo,El Adelantado de Segovia,Prensa,45685.51
2018,Agricultura y Ganadería,Editorial EcoPrensa SL,Otros Medios,14999.89
2021,Cultura y Turismo,La Gaceta de Salamanca,Prensa,93311.19
2018,Agricultura y Ganadería,El Adelantado de Segovia,Prensa,31000
2021,Cultura y Turismo,La Razón Edición Nacional,Prensa,11619.82
2018,Agricultura y Ganadería,El Confidencial,Medios Digitales,32999.99
2021,Cultura y Turismo,La Vanguardia,Prensa,11530.08
2018,Agricultura y Ganadería,El Correo de Burgos,Prensa,19999.98
2021,Cultura y Turismo,Antena NEOX,Televisión,22928.94
2018,Agricultura y Ganadería,El Mundo Digital,Medios Digitales,18000
2021,Economía y Hacienda,Agencia ICAL,Agencia,142000
2018,Agricultura y Ganadería,Europa Press,Agencia,44000
2021,Economía y Hacienda,Diario de Ávila,Prensa,42834.4
2018,Agricultura y Ganadería,"Ferias, Mercados y Mataderos",Medios Digitales,3000
2021,Economía y Hacienda,Diario de Burgos,Prensa,75213.6
2018,Agricultura y Ganadería,La Gaceta de Salamanca,Prensa,109999.99
2021,Economía y Hacienda,Diario de León,Prensa,77442.4
2018,Agricultura y Ganadería,La Razón CyL,Prensa,38629.93
2021,Economía y Hacienda,Diario Palentino,Prensa,46608.8
2018,Agricultura y Ganadería,Radio Televisión Castilla y León,Otros Medios,65000
2021,Economía y Hacienda,El Adelantado de Segovia,Prensa,45714.67
2018,Agricultura y Ganadería,Revista Tierra,Otros Medios,3872
2021,Economía y Hacienda,El Heraldo - Diario de Soria,Prensa,39662.8
2018,Cultura y Turismo,Cambio 16,Prensa,3630
2021,Economía y Hacienda,La Opinión Correo Zamora,Prensa,40687.3
2018,Cultura y Turismo,Castilla y León ES Radio,Radio,49000
2021,Economía y Hacienda,Castilla y León EsRadio,Radio,41234.32
2018,Cultura y Turismo,Chiquiocio,Otros Medios,1936
2021,Economía y Hacienda,Onda Cero,Radio,58266.47
2018,Cultura y Turismo,DesdeSoria,Medios Digitales,605
2021,Educación,Castilla y León Económica,Otros Medios,11716.43
2018,Cultura y Turismo,Diario Soria / El Heraldo,Prensa,40072
2021,Educación,Diario de Ávila,Prensa,17206.45
2018,Cultura y Turismo,El Adelantado de Segovia,Prensa,50000
2021,Educación,Diario Palentino,Prensa,34456.48
2018,Cultura y Turismo,El Mundo de CyL,Prensa,409998.99
2021,Educación,El Adelantado de Segovia,Prensa,29422.75
2018,Cultura y Turismo,El Norte de Castilla,Prensa,519996.9
2021,Educación,El Correo de Burgos,Prensa,14229.7
2018,Cultura y Turismo,Enjoy,Otros Medios,2000
2021,Educación,La Nueva Crónica de León,Prensa,19024.1
2018,Cultura y Turismo,Guía de Ocio,Otros Medios,4356
2021,Educación,La Razón CyL,Prensa,56963.96
2018,Cultura y Turismo,Hola Viajes,Otros Medios,12663
2021,Educación,Onda Cero,Radio,10127.7
2018,Cultura y Turismo,ICAL,Agencia,142000
2021,Empleo,Agencia EFE,Agencia,30999.99
2018,Cultura y Turismo,Infortursa,Otros Medios,11329.5
2021,Empleo,Agencia Europa Press,Agencia,26000
2018,Cultura y Turismo,La Opinión Correo Zamora,Prensa,12172.14
2021,Empleo,Diario de Ávila,Prensa,46176.35
2018,Cultura y Turismo,La ventana del Arte,Otros Medios,1500
2021,Empleo,Diario de León,Prensa,101853.31
2018,Cultura y Turismo,Más de Arte,Otros Medios,2800
2021,Empleo,El Correo de Burgos,Prensa,44148.34
2018,Cultura y Turismo,Onda Cero,Radio,102063.65
2021,Empleo,El Mundo de CyL,Prensa,112340.65
2018,Cultura y Turismo,Onda Vasca,Radio,544.5
2021,Empleo,La Nueva Crónica de León,Prensa,48899.42
2018,Cultura y Turismo,Radio Televisión Castilla y León,Otros Medios,6051.42
2021,Empleo,La Opinión Correo Zamora,Prensa,60545.34
2018,Cultura y Turismo,Ronda Iberia,Otros Medios,5684.58
2021,Empleo,Castilla y León EsRadio,Radio,44692.45
2018,Cultura y Turismo,Salamanca al día,Medios Digitales,1000
2021,Empleo,SER,Radio,170309.24
2018,Cultura y Turismo,Sector Ejecutivo,Otros Medios,5000
2021,Familia e Igualdad de Oportunidades,Agencia ICAL,Agencia,142000
2018,Cultura y Turismo,Televisión CyL 8,Otros Medios,4500
2021,Familia e Igualdad de Oportunidades,DeReojo,Otros Medios,9680
2018,Cultura y Turismo,Time Out,Otros Medios,605
2021,Familia e Igualdad de Oportunidades,Senda Editorial,Otros Medios,27240
2018,Cultura y Turismo,Tribuna Universitaria,Otros Medios,3000
2021,Familia e Igualdad de Oportunidades,Zamora 49,Otros Medios,3388
2018,Cultura y Turismo,Unidad Editorial,Prensa,87520.69
2021,Familia e Igualdad de Oportunidades,Diario de León,Prensa,38794.59
2018,Economía y Hacienda,Diario de Ávila,Prensa,44777.56
2021,Familia e Igualdad de Oportunidades,Diario Palentino,Prensa,32149.97
2018,Economía y Hacienda,Diario de León,Prensa,82281.47
2021,Familia e Igualdad de Oportunidades,El Correo de Burgos,Prensa,14587.34
2018,Economía y Hacienda,Diario Palentino,Prensa,44736.72
2021,Familia e Igualdad de Oportunidades,El Heraldo - Diario de Soria,Prensa,16839.97
2018,Economía y Hacienda,Diario Soria / El Heraldo,Prensa,21344.4
2021,Familia e Igualdad de Oportunidades,El País,Prensa,1265
2018,Economía y Hacienda,El Norte de Castilla,Prensa,127457.16
2021,Familia e Igualdad de Oportunidades,Castilla y León EsRadio,Radio,15450
2018,Economía y Hacienda,Gente,Otros Medios,41185.98
2021,Familia e Igualdad de Oportunidades,COPE,Radio,58419.98
2018,Economía y Hacienda,La Gaceta de Salamanca,Prensa,69866.71
2021,Fomento y Medio Ambiente,Revista Tierras Agricultura,Otros Medios,5000
2018,Economía y Hacienda,Onda Cero,Radio,25545.52
2021,Fomento y Medio Ambiente,Diario de Ávila,Prensa,29329.44
2018,Educación,Diario de Burgos,Prensa,89617.31
2021,Fomento y Medio Ambiente,Diario de Burgos,Prensa,74437.76
2018,Educación,Diario Palentino,Prensa,72484.43
2021,Fomento y Medio Ambiente,El Heraldo - Diario de Soria,Prensa,31204.57
2018,Educación,El Correo de Burgos,Prensa,25000
2021,Fomento y Medio Ambiente,El Mundo de CyL,Prensa,90739.59
2018,Educación,El Mundo de CyL,Prensa,114999.99
2021,Fomento y Medio Ambiente,La Gaceta de Salamanca,Prensa,75509.32
2018,Educación,El Norte de Castilla,Prensa,197580.47
2021,Fomento y Medio Ambiente,Castilla y León EsRadio,Radio,49793.69
2018,Educación,Europa Press,Agencia,25999.8
2021,Fomento y Medio Ambiente,COPE,Radio,92013.94
2018,Educación,La Gaceta de Salamanca,Prensa,15558.97
2021,Presidencia,Agencia EFE,Agencia,142000
2018,Educación,La Opinión Correo Zamora,Prensa,14511.24
2021,Presidencia,Agencia Europa Press,Agencia,147000
2018,Educación,La Razón CyL,Prensa,34997.12
2021,Presidencia,Abulens,Medios Digitales,10099.8
2018,Educación,Onda Cero,Radio,20000
2021,Presidencia,AhoraLeón,Medios Digitales,16199.8
2018,Educación,SER,Radio,20000.03
2021,Presidencia,BurgosConecta,Medios Digitales,203412.28
2018,Empleo,Castilla y León Económica,Otros Medios,12630.66
2021,Presidencia,Crónicasalamanca,Medios Digitales,72350.75
2018,Empleo,COPE,Radio,29092.27
2021,Presidencia,Diario.es,Medios Digitales,12100
2018,Empleo,Diario de Ávila,Prensa,46026.1
2021,Presidencia,EDA TV News,Medios Digitales,4000.01
2018,Empleo,El Correo de Burgos,Prensa,23730.5
2021,Presidencia,El Confidencial,Medios Digitales,27984.88
2018,Empleo,El Economista,Otros Medios,700.4
2021,Presidencia,El Día de Zamora,Medios Digitales,19899.98
2018,Empleo,Kiosco y Más,Otros Medios,2803.12
2021,Presidencia,ElDiarioCyL.es,Medios Digitales,213246
2018,Empleo,La Razón CyL,Prensa,20579.22
2021,Presidencia,EsDiario,Medios Digitales,51987.65
2018,Empleo,Proximia Havas SL,Otros Medios,20159.97
2021,Presidencia,La Información,Medios Digitales,43722.31
2018,Empleo,SER,Radio,43924.91
2021,Presidencia,Mas Castilla y León,Medios Digitales,13555.6
2018,Empleo,SM2 Asesores Creativos de Publicidad,Otros Medios,12965.94
2021,Presidencia,NoticiasCyL.com,Medios Digitales,220704
2018,Familia e Igualdad de Oportunidades,Diario Palentino,Prensa,48132.83
2021,Presidencia,Ponferrada Hoy,Medios Digitales,31999.56
2018,Familia e Igualdad de Oportunidades,Diario Soria / El Heraldo,Prensa,41999.96
2021,Presidencia,Segovia Audaz,Medios Digitales,28084.1
2018,Familia e Igualdad de Oportunidades,El Norte de Castilla,Prensa,126625.17
2021,Presidencia,Somos Palencia,Medios Digitales,13984.28
2018,Familia e Igualdad de Oportunidades,Europa Press,Agencia,26000
2021,Presidencia,SoriaNoticias,Medios Digitales,82245.67
2018,Familia e Igualdad de Oportunidades,Gaceta CyL - Esther Duque,Otros Medios,14999.16
2021,Presidencia,Zamora3.0,Medios Digitales,25413.26
2018,Familia e Igualdad de Oportunidades,Garblan Comunicaciones,Otros Medios,17800.95
2021,Presidencia,Crónica de las Merindades,Otros Medios,1415.7
2018,Familia e Igualdad de Oportunidades,La Gaceta de Salamanca,Prensa,35673.97
